"id","url","first_paragraph","createdAt","updatedAt"
102,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63649774","The star of a new big screen movie had never acted before she got her part as a young girl on an idyllic holiday with her father.","2022-12-13 16:33:58.34+00","2022-12-13 16:33:58.34+00"
103,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63943766","JK Rowling has launched a new women-only support service for victims of sexual violence.","2022-12-13 16:33:58.383+00","2022-12-13 16:33:58.383+00"
104,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63246615","It was Edinburgh's worst fire in living memory and took more than 15 hours to bring under control.","2022-12-13 16:33:58.429+00","2022-12-13 16:33:58.429+00"
105,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63465495","Phra Prasert Panyawaro has dreamed of watching Manchester United at Old Trafford ever since he saw them playing on TV as a boy.","2022-12-13 16:33:58.474+00","2022-12-13 16:33:58.474+00"
106,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-62811916","Most of Golden Wonder's historic documents and files were lost in a fire years ago but now as it marks its 75th anniversary the founder's granddaughter has spoken for the first time about how it all began.","2022-12-13 16:33:58.532+00","2022-12-13 16:33:58.532+00"
108,"https://www.bbc.co.uk/news/england/merseyside","Harry Kinney-Ryan ""always made those around him laugh"", his family say.","2022-12-13 16:33:59.164+00","2022-12-13 16:33:59.164+00"
109,"https://www.bbc.co.uk/news/scotland/scotland_politics","The Scottish government has defeated a legal challenge over how it defined a ""woman"" in a bill.","2022-12-13 16:33:59.393+00","2022-12-13 16:33:59.393+00"
110,"https://www.bbc.co.uk/news/england/lancashire","Burnley Council hears there is ""a massive problem"" with conditions in the town's social housing.","2022-12-13 16:33:59.631+00","2022-12-13 16:33:59.631+00"
111,"https://www.bbc.co.uk/news/scotland","Iain Packer has pleaded not guilty to a total of 46 charges, including 11 rapes, over a 26-year period.","2022-12-13 16:33:59.809+00","2022-12-13 16:33:59.809+00"
112,"https://www.bbc.co.uk/news/scotland/edinburgh_east_and_fife","The 70-year-old pilot heard ""an almighty bang and a blast of air struck him, blowing off his headset"".","2022-12-13 16:34:00.19+00","2022-12-13 16:34:00.19+00"
184,"https://www.theguardian.com/business/2022/dec/13/sam-bankman-fried-ftx-signal-wirefraud-chat-alameda","Chat group on the platform Signal was reportedly used to send end-to-end encrypted information about FTX and its hedge fund","2022-12-13 16:34:30.728+00","2022-12-13 16:34:30.728+00"
187,"https://www.theguardian.com/uk-news/2022/dec/13/uk-weather-snow-ice-warnings-coldest-night","Record for coldest night of year broken again as yellow snow and ice warnings extended around UK","2022-12-13 16:34:31.011+00","2022-12-13 16:34:31.011+00"
190,"https://www.theguardian.com/society/2022/dec/13/trans-women-can-take-seats-on-public-boards-set-aside-for-women-scottish-judge-rules","Guidance that extends definition of ‘woman’ to transgender women with gender recognition certificate is lawful, court rules","2022-12-13 16:34:31.5+00","2022-12-13 16:34:31.5+00"
194,"https://www.theguardian.com/uk-news/2022/dec/13/abduction-of-lockerbie-bomb-suspect-undermines-rule-of-law-analysts-say","Mohammed Abouagela Masud, who has appeared in US court, was seized by notorious Libyan militia from Tripoli home ","2022-12-13 16:34:31.907+00","2022-12-13 16:34:31.907+00"
195,"https://www.theguardian.com/politics/live/2022/dec/13/rishi-sunak-conservatives-tory-labour-strikes-latest-updates","Campaigners criticise prime minister’s announcement on plans to curb small boat arrivals","2022-12-13 16:34:32.886+00","2022-12-13 16:34:32.886+00"
196,"https://www.standard.co.uk/news/politics/mps-parliament-gchq-government-mi5-mi6-spies-b1046864.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=1","The Intelligence and Security Committee said its work has been ‘severely hampered’ due to agencies’ failure to meet deadlines","2022-12-13 16:34:33.64+00","2022-12-13 16:34:33.64+00"
197,"https://www.standard.co.uk/news/politics/mps-parliament-gchq-government-mi5-mi6-spies-b1046864.html","The Intelligence and Security Committee said its work has been ‘severely hampered’ due to agencies’ failure to meet deadlines","2022-12-13 16:34:34.254+00","2022-12-13 16:34:34.254+00"
198,"https://www.standard.co.uk/news/politics/sadiq-khan-council-tax-tfl-michael-gove-government-b1046800.html","adiq Khan has been given the green light by ministers to continue to use council tax to bail out Transport for London.","2022-12-13 16:34:34.35+00","2022-12-13 16:34:34.35+00"
199,"https://www.standard.co.uk/news/london/sadiq-khan-cressida-dick-tom-winsor-report-met-police-b1046905.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=3","Sadiq Khan clashed with Sir Tom Winsor ","2022-12-13 16:34:34.419+00","2022-12-13 16:34:34.419+00"
200,"https://www.standard.co.uk/news/crime/reality-tv-star-stephen-bear-guilty-sex-tape-georgia-harrison-b1046947.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=2","Reality TV star Stephen Bear arrives at Chelmsford Crown Court, Essex, before his trial (Joe Giddens/PA)","2022-12-13 16:34:34.466+00","2022-12-13 16:34:34.466+00"
201,"https://www.standard.co.uk/news/london/sadiq-khan-cressida-dick-tom-winsor-report-met-police-b1046905.html","Sadiq Khan clashed with Sir Tom Winsor ","2022-12-13 16:34:34.546+00","2022-12-13 16:34:34.546+00"
202,"https://www.standard.co.uk/news/uk/mark-harper-says-rmt-strikes-will-force-families-to-endure-another-virtual-christmas-b1046840.html?itm_source=Internal&itm_channel=homepage_trending_article_component&itm_campaign=editors_picks&itm_content=1","Transport Secretary Mark Harper refused to deny that he had made one of the conditions of a deal to end the dispute as more driver-only trains","2022-12-13 16:34:34.595+00","2022-12-13 16:34:34.595+00"
203,"https://www.standard.co.uk/news/uk/mark-harper-says-rmt-strikes-will-force-families-to-endure-another-virtual-christmas-b1046840.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=6","Transport Secretary Mark Harper refused to deny that he had made one of the conditions of a deal to end the dispute as more driver-only trains","2022-12-13 16:34:34.736+00","2022-12-13 16:34:34.736+00"
204,"https://www.standard.co.uk/news/politics/rishi-sunak-announces-deal-fast-track-removal-albanian-migrants-immigration-b1046873.html","Disused holiday parks, former student halls and surplus military sites will also be used to house migrants, the Prime Minister said ","2022-12-13 16:34:34.803+00","2022-12-13 16:34:34.803+00"
205,"https://www.standard.co.uk/news/politics","The Intelligence and Security Committee said its work has been ‘severely hampered’ due to agencies’ failure to meet deadlines","2022-12-13 16:34:34.903+00","2022-12-13 16:34:34.903+00"
206,"https://www.standard.co.uk/news/uk/london-weather-forecast-fog-snow-ice-winter-met-office-latest-uk-b1046365.html?itm_source=Internal&itm_channel=homepage_trending_article_component&itm_campaign=trending_section&itm_content=1","Scores of flights affected at Heathrow, Gatwick, Stansted and London City; Tube severely disrupted ahead of week of chaos ","2022-12-13 16:34:35.783+00","2022-12-13 16:34:35.783+00"
321,"https://www.standard.co.uk/news/uk/jersey-explosion-blast-flats-police-death-toll-b1046863.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=5","The island’s chief of police, Robin Smith, says identification of those who died is still ongoing","2022-12-13 16:35:08.247+00","2022-12-13 16:35:08.247+00"
326,"https://www.standard.co.uk/news/uk/mark-harper-says-rmt-strikes-will-force-families-to-endure-another-virtual-christmas-b1046840.html","Transport Secretary Mark Harper refused to deny that he had made one of the conditions of a deal to end the dispute as more driver-only trains","2022-12-13 16:35:08.518+00","2022-12-13 16:35:08.518+00"
331,"https://www.standard.co.uk/news/politics/rishi-sunak-announces-deal-fast-track-removal-albanian-migrants-immigration-b1046873.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=4","Disused holiday parks, former student halls and surplus military sites will also be used to house migrants, the Prime Minister said ","2022-12-13 16:35:08.827+00","2022-12-13 16:35:08.827+00"
332,"https://www.standard.co.uk/news/uk","The actor shared how the royal had personally requested to come over and came with a special gift for his wife ","2022-12-13 16:35:08.863+00","2022-12-13 16:35:08.863+00"
467,"https://www.liverpoolecho.co.uk/news/liverpool-news/chatwins-bakery-opens-prescot-after-25738231","Chatwins welcomed customers today after opening its second Merseyside store","2022-12-13 16:41:38.795+00","2022-12-13 16:41:38.795+00"
524,"https://www.birminghammail.co.uk/news/midlands-news/what-lensa-ai-portrait-app-25740611","The future of art?","2022-12-13 16:41:46.792+00","2022-12-13 16:41:46.792+00"
532,"https://www.birminghammail.co.uk/news/midlands-news/tearful-police-officers-lay-flowers-25742841","Officers, who were visibly upset, lay flowers and tributes at the scene in Kingshurst this afternoon, December 13","2022-12-13 16:41:47.341+00","2022-12-13 16:41:47.341+00"
536,"https://www.standard.co.uk/news/politics/mps-parliament-gchq-government-mi5-mi6-spies-b1046864.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=2","The Intelligence and Security Committee said its work has been ‘severely hampered’ due to agencies’ failure to meet deadlines","2022-12-13 16:41:49.163+00","2022-12-13 16:41:49.163+00"
537,"https://www.standard.co.uk/news/uk/jersey-explosion-blast-flats-police-death-toll-b1046863.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=6","The island’s chief of police, Robin Smith, says identification of those who died is still ongoing","2022-12-13 16:41:50.664+00","2022-12-13 16:41:50.664+00"
539,"https://www.standard.co.uk/news/crime/reality-tv-star-stephen-bear-guilty-sex-tape-georgia-harrison-b1046947.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=3","Reality TV star Stephen Bear arrives at Chelmsford Crown Court, Essex, before his trial (Joe Giddens/PA)","2022-12-13 16:41:50.854+00","2022-12-13 16:41:50.854+00"
540,"https://www.standard.co.uk/news/london/sadiq-khan-cressida-dick-tom-winsor-report-met-police-b1046905.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=4","Sadiq Khan clashed with Sir Tom Winsor ","2022-12-13 16:41:50.885+00","2022-12-13 16:41:50.885+00"
544,"https://www.standard.co.uk/news/politics/rishi-sunak-announces-deal-fast-track-removal-albanian-migrants-immigration-b1046873.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=5","Disused holiday parks, former student halls and surplus military sites will also be used to house migrants, the Prime Minister said ","2022-12-13 16:41:51.27+00","2022-12-13 16:41:51.27+00"
545,"https://www.standard.co.uk/news/london","Police are searching for a suspect in connection with robberies in Lewisham, Lambeth, Belvedere and Bromley ","2022-12-13 16:41:51.359+00","2022-12-13 16:41:51.359+00"
692,"https://www.liverpoolecho.co.uk/news/liverpool-news/merseyside-football-legends-pay-respects-25744240","David Johnson's funeral took place in Woolton on Tuesday","2022-12-13 18:13:38.757+00","2022-12-13 18:13:38.757+00"
693,"https://www.liverpoolecho.co.uk/news/liverpool-news/golf-club-hotel-plans-look-25743732","But proposals for a external marquee did get the go ahead","2022-12-13 18:13:38.854+00","2022-12-13 18:13:38.854+00"
696,"https://www.liverpoolecho.co.uk/news/liverpool-news/baby-found-dead-after-being-25741086","A judge ruled the two-month-old boy's parents had lied about his death","2022-12-13 18:13:38.969+00","2022-12-13 18:13:38.969+00"
698,"https://www.liverpoolecho.co.uk/news/liverpool-news/warning-anyone-heading-christmas-party-25738195","People are being told to take extra care over the festive period","2022-12-13 18:13:39.042+00","2022-12-13 18:13:39.042+00"
701,"https://www.liverpoolecho.co.uk/news/liverpool-news/students-struggling-afford-supermarket-basics-25744744","'I’ve been ill three times this winter already, and I think it’s because of my poor diet'","2022-12-13 18:13:39.163+00","2022-12-13 18:13:39.163+00"
705,"https://www.bbc.co.uk/news/uk-northern-ireland-63957254","A County Antrim woman has been jailed for a minimum of 20 years for the murder and attempted murder of her two sons.","2022-12-13 18:13:39.29+00","2022-12-13 18:13:39.29+00"
706,"https://www.bbc.co.uk/news/business-63963239","Elon Musk is no longer the world's richest man after seeing the value of his stake in electric car company Tesla more than halve.","2022-12-13 18:13:39.317+00","2022-12-13 18:13:39.317+00"
710,"https://www.edinburghlive.co.uk/news/edinburgh-news/warning-historic-leith-building-could-25745181","The project is facing a funding shortfall of £5.82 million and a suggestion that the building could be sold in future was met with concern.","2022-12-13 18:13:39.532+00","2022-12-13 18:13:39.532+00"
716,"https://www.bbc.co.uk/news/uk-63957154","The UK suffered its chilliest night in almost two years last night and there's no sign of the cold snap easing yet. There's also no sign of a thaw in the row between workers and companies.","2022-12-13 18:13:40.273+00","2022-12-13 18:13:40.273+00"
723,"https://www.edinburghlive.co.uk/news/edinburgh-news/fiona-thomson-police-issue-urgent-25743933","Police are issuing an urgent appeal in search of Fiona Thomson who is thought to be missing in Fife but has links to Edinburgh. There is a growing concern for her welfare.","2022-12-13 18:13:40.903+00","2022-12-13 18:13:40.903+00"
724,"https://www.edinburghlive.co.uk/news/edinburgh-news/midlothian-gala-day-gets-10000-25743602","Councillors said gala days were part of the county's tradition and heritage and should be celebrated for the vital role they play in bringing communities together","2022-12-13 18:13:40.939+00","2022-12-13 18:13:40.939+00"
733,"https://www.edinburghlive.co.uk/news/edinburgh-news/gifted-edinburgh-schoolgirl-starring-box-25743856","The movie knocked Black Panther Wakanda off the top of the box office on opening weekend. The musical movie stars Emma Thompson as Miss Trunchbull and Stephen Graham as Mr Wormwood.","2022-12-13 18:13:41.319+00","2022-12-13 18:13:41.319+00"
737,"https://www.theguardian.com/uk-news/2022/dec/13/utilita-energy-to-pay-out-830000-after-ofgem-raises-concerns","Energy supplier to compensate 25,000 customers classed as vulnerable who use prepayment meters ","2022-12-13 18:13:41.69+00","2022-12-13 18:13:41.69+00"
744,"https://metro.co.uk/2022/12/13/london-mystery-of-man-fatally-hit-by-car-could-finally-be-solved-17930168/","NEWS... BUT NOT AS YOU KNOW IT","2022-12-13 18:13:42.022+00","2022-12-13 18:13:42.022+00"
749,"https://www.theguardian.com/world/2022/dec/13/lingerie-firm-agent-provocateur-under-pressure-over-moscow-franchise-stores","Retailer among companies listed by Leave Russia project but says it does not itself operate there","2022-12-13 18:13:42.266+00","2022-12-13 18:13:42.266+00"
751,"https://www.theguardian.com/society/2022/dec/13/uk-pharmacists-report-sharp-rise-in-prices-for-strep-a-antibiotics","Concerns raised over pharmacists’ losses as market price increases outpace reimbursement prices","2022-12-13 18:13:42.383+00","2022-12-13 18:13:42.383+00"
752,"https://www.theguardian.com/environment/2022/dec/13/us-scientists-confirm-major-breakthrough-in-nuclear-fusion","Breakthrough could pave way for abundant clean energy eventually but significant hurdles remain","2022-12-13 18:13:42.431+00","2022-12-13 18:13:42.431+00"
753,"https://www.birminghammail.co.uk/news/midlands-news/family-scream-rat-dealer-who-25744967","Jordan Short has been jailed afrer killing joiner Steven McMyler, a 34-year-old father of two young children, for his Rolex.","2022-12-13 18:13:42.506+00","2022-12-13 18:13:42.506+00"
754,"https://www.birminghammail.co.uk/news/midlands-news/girl-13-used-branches-try-25745088","Three boys died at Babbs Mill Park on Sunday - with a fourth fighting for his life.","2022-12-13 18:13:42.573+00","2022-12-13 18:13:42.573+00"
755,"https://www.birminghammail.co.uk/news/showbiz-tv/john-barrowman-slams-bbc-torchwood-25744864","The pair worked together for years on the BBC Doctor Who spin-off series.","2022-12-13 18:13:42.627+00","2022-12-13 18:13:42.627+00"
756,"https://www.birminghammail.co.uk/news/midlands-news/police-rush-kids-frozen-pond-25743698","Warwickshire Police and Coventry Park Rangers have warned the public to stay away from ice after the Babbs Mill tragedy.","2022-12-13 18:13:42.693+00","2022-12-13 18:13:42.693+00"
758,"https://www.birminghammail.co.uk/news/showbiz-tv/bbc-strictly-come-dancing-viewers-25744585","Viewers want Shirley replaced on the judging panel after she opted to send home Will Mellor over Fleur East on Monday night.","2022-12-13 18:13:42.855+00","2022-12-13 18:13:42.855+00"
759,"https://www.birminghammail.co.uk/news/showbiz-tv/bbc-strictly-come-dancing-star-25744418","One expert reckons Hamza is definitely set to lift the Glitterball Trophy.","2022-12-13 18:13:42.894+00","2022-12-13 18:13:42.894+00"
760,"https://www.birminghammail.co.uk/news/showbiz-tv/georgia-harrison-breaks-silence-after-25744471","Georgia has shared her relief after her ex Celebrity Big Brother winner Bear was found guilty of multiple offences.","2022-12-13 18:13:42.931+00","2022-12-13 18:13:42.931+00"
761,"https://www.theguardian.com/uk-news/2022/dec/13/landowners-lawyer-says-there-has-never-been-legal-right-to-wild-camp-on-dartmoor","Lawyers for landowner Alexander Darwall argue camping is not explicitly mentioned in laws","2022-12-13 18:13:42.965+00","2022-12-13 18:13:42.965+00"
762,"https://www.theguardian.com/uk-news/2022/dec/13/reality-tv-star-stephen-bear-convicted-of-sharing-sex-tape-online","Bear found guilty of sharing private content and voyeurism over CCTV footage of him with ex-girlfriend Georgia Harrison","2022-12-13 18:13:42.993+00","2022-12-13 18:13:42.993+00"
763,"https://www.birminghammail.co.uk/news/midlands-news/birmingham-schools-big-extension-plans-25744441","The E-ACT North Birmingham Academy is hoping the three-storey extension will be big enough to cope with the influx of students","2022-12-13 18:13:43.028+00","2022-12-13 18:13:43.028+00"
764,"https://www.birminghammail.co.uk/news/showbiz-tv/molly-mae-hague-shares-weird-25744151","The 23 year old is currently in her final trimester ahead of giving birth to her and beau Tommy Fury's child.","2022-12-13 18:13:43.064+00","2022-12-13 18:13:43.064+00"
767,"https://metro.co.uk/2022/12/12/essex-missing-schoolgirl-15-hasnt-been-seen-for-three-weeks-17922980/","NEWS... BUT NOT AS YOU KNOW IT","2022-12-13 18:13:43.413+00","2022-12-13 18:13:43.413+00"
772,"https://www.standard.co.uk/news/uk/jersey-flats-explosion-st-helier-victims-missing-named-b1046959.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=1","Ken and Jane Ralph are the last two people to be named as missing following the explosion at a block of flats in St Helier","2022-12-13 18:13:44.105+00","2022-12-13 18:13:44.105+00"
774,"https://www.standard.co.uk/news/politics/mps-parliament-gchq-government-mi5-mi6-spies-b1046864.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=3","The Intelligence and Security Committee said its work has been ‘severely hampered’ due to agencies’ failure to meet deadlines","2022-12-13 18:13:44.763+00","2022-12-13 18:13:44.763+00"
776,"https://www.standard.co.uk/news/london/cashpoint-robberies-met-police-appeal-south-london-b1046924.html","Police are searching for a suspect in connection with robberies in Lewisham, Lambeth, Belvedere and Bromley ","2022-12-13 18:13:44.836+00","2022-12-13 18:13:44.836+00"
778,"https://www.standard.co.uk/news/london/sadiq-khan-cressida-dick-tom-winsor-report-met-police-b1046905.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=5","Sadiq Khan clashed with Sir Tom Winsor ","2022-12-13 18:13:44.906+00","2022-12-13 18:13:44.906+00"
780,"https://www.standard.co.uk/news/politics/rishi-sunak-announces-deal-fast-track-removal-albanian-migrants-immigration-b1046873.html?itm_source=Internal&itm_channel=homepage_banner&itm_campaign=breaking-news-ticker&itm_content=6","Disused holiday parks, former student halls and surplus military sites will also be used to house migrants, the Prime Minister said ","2022-12-13 18:13:45.085+00","2022-12-13 18:13:45.085+00"
784,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63958206","Police are warning drivers not to leave their cars while defrosting them following the theft of two vehicles in West Lothian.","2022-12-13 18:13:47.154+00","2022-12-13 18:13:47.154+00"
793,"https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-63663006","Scottish rugby hero Scott Hastings had been on a ""cancer journey"" with one of his childhood friends in the years since they were diagnosed.","2022-12-13 18:13:47.659+00","2022-12-13 18:13:47.659+00"
804,"https://www.bbc.co.uk/news/uk-england-lancashire-63958818","An ambulance service has issued another urgent plea to think before calling 999 and 111 while crews face a ""significant"" amount of calls.","2022-12-13 18:13:49.312+00","2022-12-13 18:13:49.312+00"
814,"https://www.liverpoolecho.co.uk/news/liverpool-news/gps-plea-after-unprecedented-levels-25745341","The warning came after a number of doctors and staff became ill","2022-12-13 19:27:48.916+00","2022-12-13 19:27:48.916+00"
816,"https://www.liverpoolecho.co.uk/news/liverpool-news/paedophile-claimed-prankster-friends-sent-25745025","Pervert was dobbed in by his own mum after saying he wanted to have a bath with '13-year-old'","2022-12-13 19:27:49.14+00","2022-12-13 19:27:49.14+00"
817,"https://www.liverpoolecho.co.uk/news/liverpool-news/improvement-plan-troubled-childrens-services-25745238","The service received a dire Ofsted inspection earlier this year","2022-12-13 19:27:49.188+00","2022-12-13 19:27:49.188+00"
819,"https://www.liverpoolecho.co.uk/news/liverpool-news/rebecca-ferguson-backs-striking-workers-25744376","Former X Factor star has shown her support for those on the picket line","2022-12-13 19:27:49.296+00","2022-12-13 19:27:49.296+00"
822,"https://www.liverpoolecho.co.uk/news/liverpool-news/mums-warning-after-aldi-makes-25742868","Melissa Devine said she wants to warn other parents of the change","2022-12-13 19:27:49.383+00","2022-12-13 19:27:49.383+00"
824,"https://www.liverpoolecho.co.uk/news/liverpool-news/tugboat-captain-gave-shipmate-extremely-25741018","Efforts to rescue Ian Webb after fall into river were 'disjointed and haphazard', trial hears","2022-12-13 19:27:49.453+00","2022-12-13 19:27:49.453+00"
828,"https://www.edinburghlive.co.uk/news/edinburgh-news/edinburgh-weather-bbc-forecasts-more-25743285","Edinburgh is forecasted for more snow as the cold snap continues to push temperatures down across the UK. This comes as locals woke up to a bitterly cold -7C this morning.","2022-12-13 19:27:49.574+00","2022-12-13 19:27:49.574+00"
839,"https://www.edinburghlive.co.uk/news/edinburgh-news/west-lothian-police-issue-warning-25744862","West Lothian police have issued a warning to anyone defrosting their cars following a double car theft. One man was rushed to hospital after being struck down by the stolen car.","2022-12-13 19:27:50.52+00","2022-12-13 19:27:50.52+00"
846,"https://www.bbc.co.uk/news/health-63959843","Researchers say they have successfully completed a trial of a personalised cancer vaccine that uses the same messenger-RNA technology as Covid jabs.","2022-12-13 19:27:51.011+00","2022-12-13 19:27:51.011+00"
847,"https://www.bbc.co.uk/news/world-europe-63954860","All eight defendants have been found guilty over the July 2016 lorry attack in the southern French city of Nice in which 86 people were killed.","2022-12-13 19:27:51.052+00","2022-12-13 19:27:51.052+00"
875,"https://www.birminghammail.co.uk/news/showbiz-tv/bbc-strictly-come-dancing-star-25745581","Fleur has spoken out over Will Mellor being sent home on Monday night's results show.","2022-12-13 19:27:52.093+00","2022-12-13 19:27:52.093+00"
877,"https://www.birminghammail.co.uk/news/midlands-news/prince-harry-meghan-markle-dealt-25745243","A fresh poll shows the popularity of Prince Harry, the Duke of Sussex, and his wife the Duchess of Sussex, former Suits actress Meghan, has plunged.","2022-12-13 19:27:52.156+00","2022-12-13 19:27:52.156+00"
879,"https://www.birminghammail.co.uk/news/showbiz-tv/gogglebox-stars-joe-george-baggs-25745035","Joe and George star on the Channel 4 show with Lisa and Terry, their parents.","2022-12-13 19:27:52.214+00","2022-12-13 19:27:52.214+00"
880,"https://www.birminghammail.co.uk/news/midlands-news/four-million-uk-households-3000-25745285","Four million mortgage holders are set to see their monthly payments jump.","2022-12-13 19:27:52.241+00","2022-12-13 19:27:52.241+00"
881,"https://www.birminghammail.co.uk/news/showbiz-tv/frankie-bridge-fights-back-tears-25745332","The 33 year old ITV I'm A Celebrity star opened up as she shared a tearful selfie.","2022-12-13 19:27:52.273+00","2022-12-13 19:27:52.273+00"
882,"https://www.birminghammail.co.uk/news/midlands-news/police-raid-balsall-heath-chop-25745454","Finds included the stripped shell of a high performance Jaguar","2022-12-13 19:27:52.338+00","2022-12-13 19:27:52.338+00"
883,"https://www.birminghammail.co.uk/news/showbiz-tv/bbc-strictly-come-dancing-takes-25745548","Rylan was joined by three previous winners ahead of this weekend's final, which will see Molly Rainford take on Fleur East, Hamza Yassin and Helen Skelton.","2022-12-13 19:27:52.38+00","2022-12-13 19:27:52.38+00"
